 ,221057_103,221057_120,221057_123,221057_135,221057_139,221057_153,221057_154,221057_160,221057_164,221057_167,221479_226,221481_118,221481_257,221481_258,221701_034,221701_035,221701_041,221701_050,221701_054,221701_055,221727_015,230066_078,230066_082,230066_083,230066_084,230066_085,230066_087,230066_089,230066_121,230066_122,230066_125,233379_047,233379_114,233379_115,233379_124,233379_131,233668_046,233668_057,233668_059,233668_061,233668_062,233668_071,233668_075,233668_076,233668_096,233668_097,233668_099,233668_100,233668_101,233668_103,233795_009,221090_095,221090_098,221091_154,221417_015,221417_016,221417_043,221418_139,221478_278,221479_163,221480_100,221481_237,221702_004,231685_243,231685_255,231685_273,231685_274,231685_275,231685_286,231685_291,233379_029,233379_030,233379_032,233379_036,233379_040,233379_097,233379_102,233379_103,233379_104,233379_107,233379_109,233379_118,233379_130,233379_142,233380_036,233380_092,233666_139,233666_218,221090_092,221090_093,221090_094,221091_113,221091_125,221091_141,221417_017,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_137,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221479_185,221479_236,221481_137,221515_017,231685_244,231687_014,233379_123,233666_049,233666_168,233666_201,233667_154,233667_217,233667_242,233667_255,233667_267,233667_269,233667_289,221065_081,221065_082,221091_171,231687_028,233284_183,233667_270,233668_104,221365_066,221365_072,233666_005,233666_048,233666_052,233666_126,233666_128,233666_137,233666_146,233666_152,233666_163,233666_206,233667_132,233667_136,233667_161,233667_171,233667_175,233667_185,233667_190,233667_193,233667_201,233667_218,233667_219,233667_221,233667_223,233667_225,233667_233,233667_234,233667_259,233795_007,221515_021,221701_051,233281_101,233281_102,233666_050,233667_182
="VISp6a",="2033.0811",="752.4409",="253.2453",="0",="550.5436",="1323.9329",="838.8304",="1498.1785",="567.1222",="210.8921",="1706.3649",="1666.1597000000002",="2902.4572",="2161.9712",="577.7966",="1234.018",="1956.1065",="1621.7694",="1066.7294",="1927.3673",="112.9168",="402.79",="1732.881",="1913.9878",="908.9265",="789.2608",="1166.5583",="1036.8127",="3449.6006",="488.86",="1511.8483",="973.3705",="795.006",="789.3242",="1132.986",="856.9543000000001",="1643.9314",="1447.8535",="564.8699",="1261.9582",="963.9061",="283.5833",="1975.0774000000001",="1349.216",="643.7376",="748.6978",="225.251",="228.8426",="775.5342",="798.3614",="485.9423",="2041.8267",="3423.6131",="3427.6189",="4194.3148",="2282.296",="1303.9999",="2989.3728",="1959.5914",="2279.1654",="2123.7427",="1766.6562",="1567.623",="1435.5553",="4304.0548",="3027.0169",="2356.4032",="2322.3305",="815.4362",="1624.5318",="1601.6512",="1007.3084",="808.0116",="621.59",="1777.5436",="1456.7189",="658.4313",="951.7394",="181.9526",="1256.1595",="1631.836",="588.1462",="1554.8952",="980.2941000000001",="3609.6749",="1827.7071",="635.2622",="1084.0141",="1780.1564",="2257.3929",="1142.2008",="2610.286",="1403.0287",="651.3399000000001",="2979.7754",="2615.8211",="1218.4795",="1844.0993",="2092.0471",="2140.2907",="2409.3642",="1000.8441",="2824.0016",="2464.6344",="1372.202",="8118.5725999999995",="2024.263",="3546.9467",="2497.3542",="3471.62",="1109.4235",="133.788",="5903.0616",="1082.6478",="1441.4027",="1220.1485",="19.4702",="1149.6998",="1811.3464",="20996.4983",="2075.9533",="1113.4733",="814.5938",="8310.5311",="6151.8135999999995",="3137.8954",="8231.8002",="19597.468",="6395.3923",="14568.231600000001",="4785.3327",="20640.4656",="4457.5429",="1379.3664",="1221.0399",="412.4489",="810.9147",="169.0599",="1025.4683",="1190.6537",="1518.2635",="1422.9725",="1916.2777",="1236.4146",="1542.294",="1232.8662",="815.9839",="792.5987",="1950.834",="772.8497",="2821.9708",="1260.2709",="665.2247",="1395.6514",="1374.9019",="1061.6009",="1212.9847",="766.9435",="888.1693",="910.8335",="268.5054",="2469.6959",="1262.2558",="2149.8472",="513.539",="1674.2065",="959.5697",="144.4095",="1451.9781"
="VISp6b",="932.2777",="932.6093",="878.1453",="0",="453.3619",="369.9063",="0",="0",="219.6589",="0",="184.9622",="148.6611",="286.2515",="277.7828",="198.6745",="423.085",="208.7145",="834.7719",="549.8651",="617.0975",="86.3657",="126.3033",="276.278",="1003.1499",="815.3327",="343.0403",="219.8176",="103.8024",="70.686",="59.1899",="202.8117",="228.55599999999998",="273.7127",="444.2354",="137.0233",="142.5896",="11.0257",="0",="105.7494",="34.895",="52.5282",="319.5142",="497.3505",="50.7411",="282.8247",="0",="304.6013",="47.8071",="617.3141",="84.6428",="123.417",="633.3378",="169.8521",="378.2827",="1659.213",="750.9509",="472.0218",="321.9719",="129.8829",="620.2912",="893.8833",="234.5771",="0",="45.7293",="362.401",="1816.7698",="319.233",="427.0095",="490.8804",="159.7284",="2.8986",="450.8772",="361.0204",="608.2514",="515.2963",="414.9527",="338.1228",="106.4906",="41.3148",="550.0315",="67.9158",="620.7728",="1197.3233",="154.2101",="168.7877",="601.0641",="0",="199.2939",="820.518",="664.3279",="340.8843",="542.415",="150.7129",="88.3251",="242.92940000000002",="664.2487",="186.0028",="202.5745",="398.6809",="67.036",="167.7378",="123.4775",="734.2894",="201.0732",="356.7768",="555.9354",="40.9006",="179.9508",="767.7781",="873.46",="1956.7099",="0",="1089.0166",="291.4134",="609.6953",="132.6085",="0",="0",="233.4323",="986.3867",="401.4396",="0",="74.6341",="264.817",="710.6216",="1370.1057",="1941.9078",="1788.2250000000001",="328.656",="4118.3803",="2771.5366",="2138.1946",="234.9354",="246.2842",="108.4781",="97.1996",="140.5622",="123.8742",="257.7087",="238.6589",="224.5778",="328.0372",="509.5509",="269.8385",="35.9417",="77.4325",="355.0967",="202.5899",="181.7894",="99.5047",="81.6845",="89.1481",="95.6322",="93.9536",="137.7445",="156.9928",="161.3505",="151.1168",="189.2411",="36.7308",="28.7219",="276.8921",="816.2953",="805.3675",="405.0258",="30.2379",="52.102",="135.0366",="248.8222"
="VISpm1",="1.8956",="0",="0",="0",="0",="0",="83.5278",="124.9234",="1422.5857",="0",="374.624",="0",="0",="0",="346.7549",="525.7604",="0",="1290.1137",="0",="2351.7843",="820.1226",="0",="0",="0",="0",="0",="141.611",="1704.1683",="0",="1294.8622",="198.2615",="0",="0",="0",="1304.6673",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.2728",="518.5313",="0",="687.5749",="229.3003",="40.2842",="0",="198.6423",="927.0973",="195.232",="398.6508",="83.5673",="0",="205.3631",="0",="0",="357.8246",="0",="0",="5676.3569",="4830.9261",="3218.141",="241.7921",="1933.5358",="1053.9201",="4882.1619",="0",="0",="0",="820.9525",="336.81190000000004",="3824.567",="971.2398",="616.6864",="0",="39.1651",="206.5143",="0",="1374.7965",="0",="570.5522",="0",="593.0516",="0",="0",="0",="1203.329",="0",="3771.9695",="4789.513",="0",="3957.0136",="1440.3859",="650.4659",="5765.2672999999995",="867.6191",="974.9999",="1423.3902",="0",="0",="510.8542",="1294.7217",="0",="130.649",="440.7562",="1951.6651",="6813.7461",="0",="1317.7138",="3334.428",="1622.0689",="169.0203",="145.4227",="682.9823",="722.4549",="1182.4174",="72.6004",="0",="0",="0",="0",="1064.3095",="0",="0",="49.1237",="0",="4637.5494",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="747.5015",="0",="0",="0",="0",="0",="396.6567",="0",="843.2252",="0",="2639.1276",="0",="0",="0",="4889.2902",="2485.8255",="0",="2.7838",="0",="1488.6707",="4543.3588",="0",="0",="0",="0",="0",="286.7741",="4907.7626",="0",="310.8919",="107.6511",="0",="0",="0",="1056.8661",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1493.2955",="0",="818.4056",="1291.646",="236.0645",="0",="0",="1017.9666",="140.7058",="73.4242",="138.5718",="0",="1997.5098",="0",="0",="46.0382",="0",="0",="3364.4308",="2126.6564",="3459.794",="7.7228",="3943.3262",="1086.6596",="3578.6191",="0",="0",="0",="813.1922",="0",="1383.1059",="930.6612",="564.3114",="0",="326.8798",="153.9542",="0",="268.8429",="0",="425.0072",="0",="0",="0",="0",="0",="406.0812",="709.8784",="2135.8925",="3316.3123",="0",="2677.9359",="2749.3789",="3352.3358",="8173.4653",="672.0159",="539.3848",="1379.5261",="0",="302.7307",="1339.5511999999999",="2642.3635",="0",="942.277",="1195.058",="2052.2207",="1231.6929",="0",="2349.0438",="2287.4209",="1422.8284",="1197.6863",="379.2993",="199.3881",="513.442",="417.551",="6.8652",="0",="0",="0",="0",="289.6784",="0",="0",="478.8135",="0",="0",="0",="0",="0",="0",="98.48",="0",="231.3404",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm4",="222.0695",="0",="0",="0",="0",="0",="0",="0",="50.7759",="0",="430.7674",="44.9978",="0",="0",="661.9321",="1106.553",="0",="0",="102.9597",="455.2459",="757.0686",="0",="0",="0",="0",="0",="182.2434",="468.9318",="120.634",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.9242",="0",="174.8923",="163.0834",="245.0555",="0",="0",="349.0028",="0",="0",="0",="0",="263.3382",="0",="0",="114.9314",="0",="0",="77.2621",="0",="178.2777",="71.2735",="87.7057",="372.4768",="95.1116",="0",="0",="0",="224.8869",="0",="1326.6893",="88.94",="864.4859",="0",="845.247",="165.9584",="0",="21.1626",="0",="0",="153.8056",="0",="0",="0",="0",="0",="0",="248.4873",="684.7148",="0",="478.6405",="1107.7117",="1125.4142",="1965.0765000000001",="336.7716",="1010.0789",="534.3561",="0",="0",="34.5719",="1909.2263",="0",="102.4738",="12.37",="1101.5089",="702.1669",="0",="2064.0654",="1015.138",="270.5939",="379.0577",="131.0103",="0",="5.8892",="177.5863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="93.9446",="9.7066",="87.9857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.4983",="0",="0",="0",="0",="0",="0"
="VISpm5",="1112.8723",="0",="0",="0",="0",="0",="475.8559",="991.7624",="1095.7089",="0",="451.7586",="0",="0",="0",="3204.1248",="1724.1754",="0",="0",="361.3901",="2447.7934",="1165.04",="0",="0",="350.9562",="0",="124.7432",="1394.2759",="656.4133",="1775.9306",="338.1651",="1652.4607",="0",="0",="0",="1044.5349",="0",="0",="332.6341",="0",="0",="0",="0",="316.2421",="328.4646",="0",="131.7375",="0",="1175.5251",="117.3701",="2975.8974",="0",="0",="295.1025",="64.8707",="0",="0",="0",="1662.3598",="0",="414.8323",="0",="52.5446",="58.1247",="423.7813",="189.554",="532.8549",="474.8472",="0",="377.3486",="1300.2836",="0",="0",="0",="0",="0",="988.1631",="504.1344",="224.4855",="0",="59.9151",="1611.1186",="0",="510.2862",="0",="0",="193.8782",="163.4113",="469.3984",="0",="0",="0",="0",="1276.0122",="3708.5732000000003",="336.474",="1519.8377",="1416.964",="3872.9487",="5190.2442",="1623.9658",="2159.2718",="493.4608",="0",="558.1707",="0",="742.4321",="1109.9528",="1808.2429",="980.2144",="2345.8938",="2338.3527",="288.2935",="2330.2965",="1395.0841",="306.8736",="1326.5241",="878.9948",="0",="322.1785",="1013.0493",="306.7156",="0",="94.8875",="0",="0",="0",="0",="0",="271.9585",="0",="411.9804",="0",="0",="105.469",="332.1191",="970.6731",="484.8658",="477.9526",="123.4956",="215.985",="0",="0",="0",="0",="243.3894",="0",="0",="0",="0",="94.4979",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1323.7937",="168.821",="545.981",="0",="0",="7.4489",="0"
="VISpm6a",="466.1476",="0",="0",="0",="176.097",="0",="225.4226",="21.5242",="247.2513",="0",="0",="0",="0",="0",="74.3273",="0",="0",="522.5278",="0",="344.126",="0",="0",="0",="0",="0",="277.0365",="0",="51.7974",="1781.5838",="297.6666",="0",="0",="0",="0",="370.0134",="0",="0",="0",="0",="0",="0",="0",="641.9646",="47.0805",="131.7241",="76.5556",="0",="0",="0",="0",="0",="751.8748",="602.9443",="97.3171",="0",="402.859",="18.0912",="497.6971",="418.3268",="0",="207.8471",="253.2361",="628.2176",="0",="278.2972",="0",="386.517",="0",="0",="229.9242",="0",="0",="0",="892.969",="475.3454",="725.6276",="119.9057",="320.2493",="208.8943",="0",="0",="0",="575.6867",="235.7556",="114.4892",="770.1344",="0",="0",="163.4512",="0",="169.7714",="83.5813",="12.1164",="50.2064",="0",="0",="0",="888.8251",="416.2417",="993.1631",="560.7939",="244.6606",="446.5631",="645.6653",="386.0163",="1408.643",="0",="658.0699",="394.4664",="813.0295",="113.0757",="0",="1751.1492",="0",="229.7714",="414.7055",="0",="0",="0",="630.9569",="0",="0",="0",="0",="598.3872",="22.333",="0",="423.54220000000004",="320.4251",="0",="986.7041",="0",="0",="403.6558",="0",="10.0975",="69.7951",="0",="22.6302",="0",="0",="0",="0",="0",="365.7875",="395.7921",="0",="0",="369.4429",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.2748",="0",="105.7455",="0",="0",="0",="0"
="VISli2/3",="307.8625",="3879.14",="416.9771",="0",="0",="72.5684",="0",="0",="0",="4274.6931",="0",="0",="0",="0",="0",="0",="0",="0",="0",="46.4504",="1266.9591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="112.1307",="0",="394.1877",="0",="0",="0",="0",="0",="0",="993.5574",="0",="0",="0",="164.766",="203.1997",="0",="0",="0",="0",="674.9286",="0",="0",="0",="0",="0",="0",="1058.1627",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="249.5642",="0",="0",="0",="0",="0",="0",="22.4568",="0",="0",="0",="7598.0186",="179.0802",="699.6519",="0",="600.3137",="0",="0",="0",="381.7748",="0",="560.7989",="0",="0",="0",="2438.1458",="0",="1568.4584",="0",="0",="0",="1446.3592",="1980.4608",="0",="286.8928",="0",="581.3019",="47.4543",="0",="739.2476",="0",="0",="0",="66.9502",="0",="0",="0",="0",="0",="0",="287.2418",="0",="795.5755",="0",="0",="87.9728",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="62.6553",="1111.7092",="661.4564",="0",="0",="169.4807",="0",="0",="0",="350.8447",="0",="0",="10.9941",="28.573",="0",="0",="16.2246",="0",="0",="0",="321.2926",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="211.0803",="0",="0",="0",="0",="0",="0",="280.5757",="0",="0",="0",="249.1083",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.7137",="0",="0",="89.3347",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="242.7526",="0",="0",="0",="0",="0",="0",="104.0773",="0",="0",="0",="973.5755",="287.0593",="162.6285",="0",="681.9105",="0",="0",="0",="0",="0",="634.4827",="0",="0",="0",="535.6837",="0",="341.284",="0",="0",="0",="466.0226",="37.0314",="0",="127.0982",="0",="0",="238.6006",="0",="0",="0",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="0",="198.0889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="242.1041",="2537.6586",="588.3386",="255.2768",="0",="145.1944",="0",="0",="0",="0",="0",="0",="1282.0026",="5.4771",="0",="0",="0",="0",="0",="0",="1160.499",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="311.7526",="966.6402",="188.7648",="0",="16.7737",="0",="0",="0",="223.546",="0",="642.16",="0",="1674.7959",="0",="0",="0",="0",="0",="0",="0",="0",="0",="933.4555",="0",="137.2849",="864.7366",="0",="0",="143.7311",="0",="0",="0",="408.9382",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="269.6307",="0",="0",="0",="1997.8973",="295.1474",="300.5988",="0",="2201.9162",="0",="0",="0",="0",="0",="466.1288",="0",="0",="0",="533.2567",="0",="588.1615",="0",="0",="0",="501.5686",="63.0308",="0",="0",="0",="0",="184.3235",="0",="0",="0",="0",="0",="180.1555",="0",="0",="0",="0",="0",="0",="0",="0",="32.1079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6a",="584.6382",="411.461",="197.2553",="372.9406",="1657.0664",="0",="81.2622",="1894.9966",="626.8201",="137.5854",="0",="0",="954.4514",="0",="0",="130.5075",="162.5315",="937.391",="502.1641",="393.382",="1519.4954",="0",="590.773",="1411.7489",="101.2933",="1732.9518",="844.1641",="190.5261",="947.2907",="419.8409",="733.5771",="0",="0",="0",="0",="0",="1741.0583",="1497.0546",="470.3547",="452.4961",="453.9543",="183.1741",="255.4246",="403.3103",="404.1284",="106.3127",="331.4241",="976.8677",="414.0458",="364.7484",="145.5863",="629.5968",="432.7522",="573.366",="0",="478.7762",="215.1719",="1082.2793",="1194.567",="238.6764",="768.6239",="145.8794",="781.0144",="0",="524.5453",="335.1281",="0",="260.8946",="0",="0",="148.64",="301.4179",="292.97",="202.32049999999998",="779.7106",="655.4295",="330.7672",="0",="143.4517",="0",="0",="0",="697.22",="0",="0",="437.8004",="517.5964",="671.4302",="721.0481",="390.6885",="321.7347",="694.7159",="1309.0436",="241.1433",="201.2249",="0",="0",="2751.5544",="3206.3659",="541.4364",="0",="477.645",="383.9136",="0",="723.9756",="892.11",="400.3402",="844.26",="58.2498",="846.2909",="469.04380000000003",="0",="1071.2656",="342.9606",="231.3425",="1222.1601",="1667.7882",="1278.0043",="351.5599",="923.5007",="1028.2479",="1408.6859",="76.8849",="3942.8415",="871.7838",="754.4291",="279.1444",="132.7206",="525.6976999999999",="2058.5715",="532.9225",="1628.3513",="2740.3389",="337.2236",="0",="301.9941",="740.5334",="258.8877",="978.9597",="743.4201",="354.9589",="1508.4868",="248.3217",="71.0326",="0",="355.2986",="0",="118.2063",="522.6011",="78.3081",="1091.4405",="700.7234",="525.7074",="379.2294",="176.8036",="249.3073",="183.5848",="214.1505",="0",="0",="0",="44.2842",="488.3484",="0",="436.7474",="879.5712",="577.9195",="188.9837",="0"
="RSPagl6b",="368.4981",="14.0133",="0",="0",="0",="194.5512",="0",="0",="0",="0",="0",="0",="0",="101.4356",="0",="62.1815",="0",="97.8081",="0",="158.2501",="32.2861",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="86.5809",="247.2391",="295.3631",="190.1222",="0",="98.9694",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.684",="0",="0",="69.9522",="0",="53.704",="29.9121",="11.8706",="183.1142",="0",="0",="0",="99.7492",="0",="0",="160.0938",="0",="0",="0",="44.623",="75.8878",="270.2926",="45.2048",="87.8957",="255.2739",="0",="0",="0",="42.0519",="179.0379",="0",="117.7731",="0",="0",="0",="93.3025",="0",="43.5326",="0",="0",="284.3977",="53.9393",="0",="0",="0",="216.8409",="402.1815",="0",="0",="100.2556",="0",="0",="112.5447",="217.8542",="11.0278",="0",="22.6267",="0",="79.7568",="0",="11.4074",="59.4221",="39.1253",="128.4808",="0",="0",="0",="12.5708",="0",="0",="0",="0",="0",="0",="0",="0",="126.8371",="28.1337",="0",="16.1301",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.8525",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="21.7806",="0",="0"
="RSPd6a",="6.9181",="315.1577",="269.0492",="2579.3613",="47.9573",="0",="486.3641",="416.286",="583.0587",="0",="0",="0",="359.0845",="485.5581",="0",="157.9124",="0",="1796.9924",="462.6692",="1008.1585",="835.5179",="0",="442.1741",="2156.9515",="33.423",="0",="1166.9427",="538.9678",="457.5645",="269.0177",="577.1481",="0",="0",="53.2548",="820.2323",="0",="227.5093",="1152.9214",="373.197",="539.5654",="917.0399",="133.6212",="840.7365",="345.9144",="0",="383.332",="51.908",="1554.4843",="356.2345",="70.2466",="1396.3503",="175.2082",="0",="2496.2184",="0",="1052.9114",="325.8727",="1211.5105",="364.9076",="939.6975",="766.4369",="0",="918.5587",="0",="0",="1885.276",="0",="725.5067",="0",="0",="124.4295",="290.0174",="0",="344.9383",="309.6123",="939.6182",="122.0122",="0",="0",="0",="665.0969",="0",="0",="0",="0",="333.7949",="2458.8174",="1128.4007",="22.9012",="921.285",="0",="237.5677",="2038.1826",="332.4443",="135.0357",="0",="113.1975",="677.8756999999999",="1256.2137",="228.3469",="568.7334",="143.3398",="85.0718",="0",="1030.0692",="3778.5998",="529.4599",="1468.9903",="1418.3957",="1022.2983",="990.7527",="2130.9307",="3199.3078",="633.4207",="375.9796",="2223.8456",="1058.355",="66.737",="208.9542",="171.4121",="0",="0",="267.4941",="3014.8198",="980.0999",="193.3644",="1542.154",="676.8689",="2547.4415",="7213.0357",="1637.4539",="874.4884",="3023.8693",="1706.3352",="1084.8675",="430.7331",="27.5176",="458.2076",="133.234",="139.4285",="141.2745",="1084.5693",="215.5456",="4.5605",="37.4835",="0",="24.6987",="54.3999",="793.9688",="267.4183",="5.8185",="0",="310.2946",="573.7565",="699.2642",="3.6796",="814.6881",="5.9121",="0",="0",="0",="0",="1170.8004",="0",="743.9037",="7.6303",="619.2727",="281.7229",="0"
="RSPd6b",="180.169",="0",="0",="0",="0",="47.9645",="0",="0",="0",="0",="0",="38.9814",="0",="167.5735",="0",="3.375",="0",="0",="0",="163.2472",="14.2131",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="140.0638",="290.7632",="241.8387",="37.0919",="27.7087",="270.4281",="0",="0",="46.4057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="91.6565",="0",="0",="43.0476",="0",="181.9982",="0",="0",="0",="0",="0",="0",="0",="0",="0",="42.501",="0",="0",="0",="0",="0",="100.916",="0",="0",="0",="0",="284.2504",="0",="0",="0",="283.8266",="389.5532",="0",="242.6532",="0",="0",="7.8363",="0",="0",="3.9826",="0",="0",="0",="0",="0",="0",="59.0999",="0",="182.8324",="0",="0",="0",="0",="0",="84.5064",="0",="86.6295",="0",="63.0282",="58.4716",="0",="249.73669999999998",="280.5589",="132.4148",="12.7594",="255.3293",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.9077",="63.7124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="178.8216",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
