 ,221475_127,221480_097,221481_338,221519_043,221519_044,221519_058,221622_001,221622_002,221622_007,221622_011,221622_047,221622_061,221644_085,221645_164,221706_070,221706_088,221706_091,221706_133,221714_042,221714_047,221733_033,221733_035,221733_097,221751_063,221751_065,221751_071,221751_085,221751_087,221751_089,221756_065,221757_065,221757_073,221757_074,221757_075,221757_077,221757_078,230105_019,230108_030,230108_032,230109_004,230110_026,230110_028,230110_029,231567_099,231567_123,231568_028,231568_033,231568_034,233795_061,221419_056,221419_061,221424_043,221474_133,221475_105,221706_084,221706_138,221715_001,221751_257,221751_262,221756_084,221757_071,221757_072,230108_031,231568_030,212075_027,220239_169,221220_008,221418_141,221418_142,221419_059,221423_013,221423_014,221423_016,221423_032,221423_040,221423_058,221475_088,221475_109,221475_110,221475_111,221645_178,221706_078,221706_123,221706_142,221714_045,221714_050,221732_099,221733_091,221754_013,231569_020,220239_189,221062_070,221087_105,221423_042,221423_060,221513_074,221517_026,220239_140,221423_059,221423_065,221530_127
="CEAc",="0",="0",="150.6551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="195.3373",="0",="0",="0",="0",="0",="0",="168.5011",="0",="0",="0",="0",="0",="0",="301.9694",="0",="0",="128.9323",="0",="0",="0",="0",="0",="0",="0",="71.5527",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="725.5043",="0",="0",="0",="0",="0",="0",="0",="3218.4564",="755.1991",="0",="0",="0",="0",="0",="338.8909",="0",="0",="0",="80.4416",="331.0617",="0",="406.4077",="0",="953.1650999999999",="29.3207",="67.2211",="28.8864",="0",="0",="0",="286.7706",="237.3279",="0",="0",="0",="2068.9272",="0",="0",="0",="0",="0",="0",="22.9898"
="BLAa",="0",="0",="171.1139",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1792.2897",="168.866",="477.4205",="2351.9472",="0",="0",="0",="111.2747",="224.7447",="0",="0",="0",="0",="0",="0",="666.831",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3449.1571",="0",="0",="106.166",="774.1004",="0",="5074.4882",="0",="0",="1175.321",="0",="1205.1645",="560.0394",="7.1312",="369.6415",="0",="1263.134",="489.8212",="0",="2643.558",="1009.4368",="873.8674",="0",="1691.4327",="0",="2985.7196999999996",="474.1698",="0",="0",="0",="0",="0",="517.916",="0",="0",="0",="3729.8818",="3505.7423",="3543.7196",="1448.9272",="0",="2380.5584",="3108.0456",="1543.5649",="1202.9105",="0",="0",="809.1643",="4678.819",="9213.0437",="0",="0",="0",="1632.7291",="0",="0",="0",="0",="0",="0",="27.1993"
="CP",="0",="0",="7575.1829",="0",="0",="2374.8822",="0",="0",="0",="0",="0",="0",="7776.5711",="5572.3154",="10120.931",="10641.591",="7927.8636",="19161.9569",="0",="0",="0",="1439.5391",="3823.8744",="0",="0",="0",="1921.279",="375.8458",="0",="14068.3091",="0",="0",="24355.4076",="991.989",="0",="0",="0",="0",="0",="0",="11441.2263",="0",="1236.4193",="15130.5077",="61036.1347",="0",="2674.0494",="0",="0",="15065.3467",="0",="11769.4405",="11828.4456",="38266.5843",="44099.4771",="20890.3353",="25342.6687",="56571.5565",="33406.1582",="43.0107",="8379.7084",="11144.804",="0",="1212.13",="0",="55391.5498",="32273.1975",="25047.0991",="58036.415100000006",="13811.0422",="26507.6813",="0",="47523.8089",="0",="0",="0",="56580.840099999994",="100191.7297",="81048.705",="85139.05",="6053.6792",="114267.01599999999",="49342.6391",="29089.7667",="607.642",="0",="0",="4696.0009",="57120.1849",="37727.3342",="1618.196",="0",="2579.1357",="47303.320400000004",="1586.3643",="90.2195",="0",="2167.9592",="18485.8194",="7642.1836",="6070.3778"
="GPe",="0",="0",="117.155",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="258.4828",="0",="110.0091",="126.9007",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="256.2196",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="588.2375",="2933.6198",="0",="0",="0",="0",="0",="0",="111.5687",="0",="0",="0",="0",="0",="2229.8537",="1046.9899",="0",="0",="0",="0",="0",="0",="5342.2249",="298.57",="219.8741",="0",="0",="2779.7738",="0",="0",="0",="0",="0",="0",="409.4992",="176.5056",="736.822",="0",="259.5263",="251.1316",="0",="0",="0",="0",="45.1945",="0",="0",="0",="0",="0",="285.0324",="0",="0",="0",="391.5898",="96.5596",="0",="394.4643"
="ec",="0",="0",="137.5157",="434.2621",="0",="1087.5774",="0",="0",="0",="0",="0",="0",="0",="1392.6142",="648.6527",="468.9612",="521.3373",="139.7677",="0",="267.8485",="650.591",="1622.1543",="326.2398",="0",="0",="0",="73.9578",="510.3235",="0",="1191.9641",="448.147",="0",="551.1415",="323.7116",="50.503",="832.6375",="0",="0",="0",="140.6683",="34.3255",="0",="462.70320000000004",="204.3214",="1012.261",="88.9708",="4910.7274",="0",="0",="99.1328",="200.6901",="1663.0493000000001",="411.5929",="387.2577",="1692.467",="419.4599",="334.5865",="1367.379",="780.765",="842.7061",="1151.7613000000001",="2943.6573000000003",="0",="567.2869",="537.7902",="4505.2001",="1278.8895",="140.4721",="1073.8202",="766.0981",="2087.4995",="2.0194",="3010.4448",="1367.9962",="111.4749",="0",="2669.3007",="2556.4582",="1597.4227",="1801.1866",="690.8943",="4398.9331",="2856.2714",="976.2681",="2839.383",="932.5899",="535.3544",="1313.3286",="2974.8877",="1382.4804000000001",="1532.3216",="685.1263",="0",="3491.0537",="1211.0661",="265.0225",="856.7742",="266.2595",="373.2537",="0",="450.7872"
="VISl1",="0",="0",="0",="329.3861",="1220.1144",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="765.0932",="0",="0",="774.5102",="516.7802",="90.8169",="0",="0",="0",="0",="0",="24.0904",="0",="194.2673",="0",="0",="0",="0",="0",="0",="216.239",="0",="0",="0",="0",="0",="790.7847",="2814.6093",="728.424",="0",="319.1018",="0",="0",="100.0448",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2671.0812",="213.6182",="1348.0866999999998",="0",="0",="0",="0",="0",="0",="0",="0",="1109.6263",="0",="6.6051",="0",="1575.4084",="0",="644.0748",="720.2503",="0",="0",="722.1358",="11.3091",="0",="0",="0",="0",="1189.5539",="1125.7539",="7.765",="666.3772",="399.9208",="1080.7787",="0"
="VISl2/3",="0",="0",="0",="791.1191",="405.8771",="0",="0",="0",="0",="130.2497",="2.8732",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="551.0447",="0",="0",="213.0358",="501.551",="0",="0",="0",="0",="0",="0",="7.8158",="0",="0",="0",="172.4901",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="182.0842",="996.2824",="602.8335",="0",="684.3477",="0",="0",="434.0577",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="577.1186",="1.972",="507.5293",="0",="0",="0",="0",="0",="0",="0",="0",="154.3371",="0",="378.9391",="0",="1359.9731",="0",="0",="0",="0",="0",="259.4988",="0",="0",="0",="0",="0",="1824.4796",="0",="0",="0",="158.4237",="79.3072",="0"
="VISl4",="0",="0",="0",="103.4337",="0",="0",="0",="0",="0",="0",="810.9749",="0",="254.0118",="0",="0",="0",="0",="91.3161",="0",="389.2722",="0",="0",="0",="164.8783",="0",="0",="0",="454.1388",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="598.8068",="0",="0",="0",="0",="0",="0",="0",="0",="634.3215",="1997.3752000000002",="0",="0",="629.5869",="0",="0",="327.5529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="134.0541",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="52.3079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="204.9357",="0",="0",="0",="0",="0",="0"
="VISl5",="0",="0",="0",="20.3237",="0",="83.3446",="64.2747",="254.2608",="1212.6134000000002",="0",="1731.407",="65.8451",="412.5808",="0",="0",="0",="0",="1040.5707",="0",="313.7907",="0",="0",="0",="305.5175",="0",="0",="70.5492",="179.3816",="0",="0",="0",="0",="519.2154",="530.5438",="0",="497.175",="0",="0",="2232.1489",="0",="0",="1239.5962000000002",="478.9722",="100.9862",="0",="0",="0",="0",="0",="632.5445",="1745.7149",="574.589",="0",="634.5237",="0",="0",="277.5175",="0",="0",="0",="0",="672.7898",="786.9983",="0",="1163.4796",="0",="0",="382.1866",="619.5546",="192.2261",="419.6315",="125.602",="0",="0",="303.2212",="0",="483.2905",="0",="530.7493",="0",="28.2831",="0",="135.1293",="0",="0",="263.0234",="0",="0",="0",="0",="109.9377",="0",="0",="0",="1106.4359",="0",="0",="0",="1779.659",="0",="587.0577"
="VISp1",="0",="0",="0",="1141.1543",="49.359",="0",="0",="143.8832",="563.5901",="3330.6951",="1819.9608",="0",="0",="0",="0",="0",="355.4405",="648.9965",="1079.4233",="0",="0",="0",="0",="360.8574",="374.9451",="0",="2315.066",="1039.4459",="221.0649",="0",="0",="0",="0",="452.7054",="0",="2373.9429",="321.6995",="0",="7008.9522",="0",="0",="0",="1977.7917",="3037.8734",="53.4766",="0",="0",="0",="0",="508.0102",="2057.8411",="0",="0",="0",="0",="0",="1719.9562",="0",="638.7196",="0",="0",="0",="617.5741",="0",="0",="0",="0",="1326.8711",="0",="4951.694",="0",="0",="0",="0",="4983.5629",="0",="0",="0",="2498.5607",="0",="0",="0",="291.2546",="0",="6759.3707",="5664.3762",="341.2497",="0",="29.072",="735.8131",="0",="0",="0",="0",="1686.1672",="64.1484",="0",="354.2817",="2805.927",="41.8214",="0"
="VISp2/3",="0",="0",="0",="876.1977",="174.3064",="0",="0",="372.7634",="657.7787",="8464.1689",="3518.8147",="0",="0",="0",="0",="0",="168.7801",="576.3223",="659.2912",="0",="0",="0",="0",="0",="273.583",="0",="637.051",="470.878",="377.3621",="0",="0",="0",="0",="208.9254",="0",="1016.6593",="242.8146",="294.4652",="4211.7036",="0",="0",="0",="363.0041",="0",="441.5147",="0",="0",="0",="0",="318.5344",="163.9179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1850.6931",="0",="347.4915",="0",="0",="683.3397",="0",="6452.8351",="0",="0",="0",="0",="695.1707",="0",="0",="0",="9.0769",="0",="0",="0",="39.3801",="0",="548.4281",="3700.7914",="227.3088",="0",="0",="0",="0",="0",="598.3332",="0",="625.4774",="0",="0",="0",="568.0573",="0",="0"
="VISp4",="0",="0",="0",="225.9102",="124.2758",="0",="0",="1225.6545",="642.957",="2508.4683",="365.0011",="0",="168.4356",="0",="0",="0",="148.26",="292.0243",="195.8761",="452.7161",="0",="0",="0",="0",="153.6421",="0",="169.0974",="320.4926",="179.8809",="0",="0",="0",="0",="135.5071",="0",="423.3448",="357.3208",="73.2794",="459.0406",="0",="359.3654",="0",="177.8893",="0",="145.9315",="0",="0",="0",="0",="189.0376",="149.9866",="127.4082",="0",="0",="0",="0",="0",="0",="0",="0",="220.4657",="0",="359.6873",="0",="170.6777",="0",="0",="498.5119",="0",="544.4881",="0",="101.4145",="0",="0",="181.4801",="0",="71.2585",="0",="0",="0",="0",="0",="0",="0",="628.6919",="1150.0883",="393.5998",="0",="0",="0",="0",="0",="490.9796",="0",="207.7907",="0",="0",="0",="369.108",="0",="140.5543"
="VISp5",="0",="0",="0",="159.3425",="2057.1272",="315.3153",="0",="570.6567",="1732.2081",="3927.0097",="1113.8421",="0",="351.3873",="0",="0",="0",="1339.3612",="368.8948",="383.4879",="81.8211",="0",="0",="0",="0",="1340.6535",="897.2053",="579.9976",="1484.5448",="109.5475",="0",="0",="0",="0",="359.1449",="0",="1619.8031",="1014.3149",="1091.6822",="4088.7145",="0",="353.7363",="0",="284.8492",="0",="249.3742",="260.5898",="0",="0",="0",="329.5924",="738.6758",="530.4779",="0",="0",="0",="0",="0",="0",="0",="0",="868.6344",="181.1982",="589.5852",="0",="1432.8759",="0",="572.3611",="2183.1412",="475.7218",="1674.2012",="612.5577",="6184.471",="0",="0",="665.0557",="0",="1106.2311",="0",="568.8696",="43.0098",="0",="0",="0",="951.0893",="994.1601999999999",="1436.0516",="0",="0",="0",="0",="0",="0",="0",="741.8039",="927.2852",="0",="0",="0",="1087.3321",="0",="1115.0778"
="VISpl2/3",="0",="0",="0",="688.1794",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="315.0957",="3468.4988",="0",="0",="0",="651.3077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="560.0437",="0",="0",="0",="0",="0",="135.5515",="507.6601",="0",="0",="78.2812",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="291.9081",="449.2907",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1836.8432",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="21.9274",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="210.0541",="785.3611",="0",="0",="0",="85.9898",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="164.8559",="0",="0",="0",="0",="126.4524",="0",="262.6919",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="160.765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.7661",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl5",="0",="0",="0",="1558.441",="0",="0",="0",="0",="0",="0",="61.7395",="104.8026",="0",="0",="0",="0",="0",="0",="0",="366.7856",="0",="0",="0",="0",="0",="0",="725.0382",="1116.5837",="0",="0",="0",="2181.445",="0",="12.3897",="0",="0",="0",="0",="0",="0",="0",="599.1384",="0",="0",="0",="181.9875",="0",="0",="0",="0",="687.2904",="0",="411.9617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="447.2204",="10.395",="0",="363.05420000000004",="112.962",="0",="0",="1098.2878",="0",="0",="0",="607.5839",="0",="388.421",="0",="0",="0",="2525.0451000000003",="0",="39.9004",="0",="0",="0",="0",="0",="0",="0",="815.1852",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="0",="184.019",="112.3611",="513.4695",="0",="338.8241",="461.2131",="10.8828",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="297.8416",="0",="679.5408",="0",="0",="0",="564.1919",="500.62",="0",="0",="0",="264.5523",="0",="0",="0",="0",="0",="374.5204",="529.2839",="1610.4792",="0",="221.3178",="22.5596",="0",="0",="381.4008",="393.7357",="172.6238",="0",="418.72259999999994",="920.7678",="0",="284.6566",="460.4156",="0",="0",="0",="195.3282",="0",="662.9468",="1834.6126000000002",="0",="1549.291",="625.9063",="623.7086",="0",="389.1236",="1102.7991",="706.7843",="0",="2284.686",="2887.9074",="0",="87.703",="2238.2973",="428.4179",="1539.2919",="444.8228",="1623.2477",="905.6237",="212.1086",="0",="0",="0",="1082.4239",="1875.3783",="643.1902",="724.9189",="638.096",="0",="0",="0",="0",="0",="1306.7349",="0",="170.5579",="0",="678.3778",="0",="1180.8952"
="VISpor6b",="0",="0",="0",="173.279",="78.6409",="0",="2.4037",="0",="176.4256",="0",="0",="0",="0",="594.1431",="0",="0",="0",="0",="0",="215.5707",="777.008",="0",="0",="0",="0",="0",="0",="79.3405",="0",="124.5043",="0",="0",="0",="0",="0",="56.6998",="0",="0",="0",="628.4095",="0",="190.0386",="0",="0",="0",="0",="688.7454",="0",="0",="485.8133",="0",="0",="93.8922",="248.167",="0",="0",="0",="68.0787",="0",="557.2965",="637.0023",="0",="0",="0",="87.8602",="0",="999.794",="284.8307",="0",="0",="36.5806",="352.8067",="0",="352.668",="302.4743",="0",="32.567800000000005",="191.6948",="219.7677",="0",="0",="0",="0",="0",="378.1931",="0",="189.9372",="0",="0",="13.7902",="27.1507",="205.0445",="0",="0",="828.5424",="62.4775",="310.2017",="0",="0",="0",="0"
="RSPagl2/3",="0",="0",="0",="41.0898",="1720.3664",="0",="0",="0",="0",="502.4905",="0",="0",="953.3733",="0",="817.8241",="0",="0",="0",="0",="0",="274.5501",="0",="0",="1535.7751",="0",="0",="14.8438",="0",="1094.4125",="0",="0",="0",="1034.0291",="414.593",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="926.8565",="55.5677",="0",="0",="7765.5961",="0",="0",="1205.6828",="0",="859.4983",="0",="1099.1425",="0",="0",="0",="0",="0",="0",="6338.6734",="1759.2897",="224.841",="0",="0",="0",="0",="0",="0",="0",="236.5259",="1077.1375",="217.0596",="0",="0",="0",="0",="9148.7188",="3022.0197",="2038.4969",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="0",="0",="417.8792",="184.1635",="0",="0",="0",="0",="0",="0",="0",="982.9353",="0",="166.1079",="0",="0",="0",="0",="0",="31.9556",="0",="210.6246",="1801.256",="0",="0",="644.0147",="0",="316.1304",="0",="0",="0",="670.4202",="1051.6873",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2155.4939",="0",="0",="41.9597",="290.075",="264.3427",="0",="485.4657",="0",="0",="0",="0",="0",="0",="5326.8971",="489.5054",="0",="0",="0",="107.1977",="20.0117",="0",="0",="124.3316",="379.1529",="174.9172",="500.2273",="0",="0",="0",="486.0355",="2758.1385",="1971.5436",="500.9885",="0",="0",="0",="0",="0",="0",="0",="328.1699",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="0",="145.7318",="3613.145",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2608.3495",="0",="0",="0",="702.1104",="0",="0",="0",="0",="0",="238.6018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4782.7708",="0",="4324.6824",="1653.1609",="0",="0",="882.4385",="428.062",="370.4792",="0",="0",="0",="0",="0",="0",="0",="0",="982.8729",="844.3118",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1619.6829",="14572.8712",="1656.5233",="1274.2761",="0",="0",="0",="0",="0",="0",="1275.7394",="0",="0",="0",="0",="855.572",="0",="0"
="RSPd2/3",="0",="0",="0",="415.7369",="2638.4173",="0",="0",="0",="0",="156.1369",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="811.3722",="0",="0",="0",="0",="0",="277.1359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.9863",="0",="272.1011",="3284.6832",="0",="0",="1050.7866999999999",="223.2278",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1491.0387",="232.1859",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="146.068",="5766.0281",="4733.9038",="860.9625",="0",="0",="0",="0",="0",="0",="731.3394",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="0",="0",="893.1805",="68.6599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="141.6081",="0",="0",="0",="0",="0",="3764.8063",="0",="0",="102.5355",="0",="0",="282.7694",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1026.1546",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="197.5057",="361.3862",="0",="0",="652.9068",="83.8438",="0",="0",="329.2662",="0",="0",="0",="0",="0",="0",="1037.6365",="0",="0",="0",="0",="0",="0",="0",="0",="46.8279",="0",="0",="0",="0",="0",="0",="918.1972",="1980.843",="813.5468",="747.0914",="0",="0",="0",="0",="0",="0",="1229.2839",="343.4641",="0",="0",="0",="0",="0",="0"
="RSPagl1",="0",="0",="0",="0",="610.1133",="0",="0",="0",="0",="489.6101",="0",="0",="701.2036",="0",="0",="0",="183.7551",="0",="0",="0",="0",="0",="0",="901.4641",="0",="0",="0",="0",="234.2808",="0",="0",="0",="48.1453",="114.3179",="0",="0",="0",="0",="0",="0",="0",="0",="0",="302.5761",="0",="0",="0",="0",="0",="1719.7082",="5928.0218",="0",="32.1366",="7348.0841",="0",="0",="4174.9353",="0",="1779.2396",="0",="3721.828",="0",="0",="0",="0",="0",="0",="5758.6312",="4112.0959",="279.4123",="0",="0",="0",="0",="0",="0",="0",="41.1541",="1149.4573",="14.5632",="0",="0",="0",="0",="12763.0323",="1558.1462",="1640.0444",="0",="0",="0",="0",="0",="0",="28.2323",="0",="0",="0",="0",="6667.8635",="0",="0"
="PERI2/3",="0",="0",="0",="0",="0",="40.7315",="0",="0",="0",="0",="0",="335.1999",="0",="147.0438",="0",="0",="0",="0",="0",="1029.4181",="194.0819",="118.0789",="0",="193.501",="0",="0",="0",="0",="0",="0",="0",="425.5729",="0",="0",="0",="855.929",="0",="0",="0",="0",="0",="0",="0",="0",="16.4247",="0",="0",="0",="38.6822",="742.5395",="0",="0",="695.1946",="801.7818",="0",="205.9843",="0",="973.6139",="2704.6207",="0",="0",="0",="0",="0",="95.1716",="0",="0",="0",="108.6069",="190.5213",="0",="0",="0",="0",="0",="0",="0",="50.7545",="110.8524",="109.6513",="133.087",="0",="341.6437",="0",="0",="6.7591",="967.4619",="92.1959",="7237.3675",="15.076",="0",="0",="4812.7298",="0",="0",="0",="0",="0",="0",="0",="0"
="EPd",="0",="0",="0",="0",="0",="766.763",="0",="0",="0",="0",="0",="0",="0",="1366.6395",="548.4422",="10.4518",="389.6318",="0",="0",="0",="894.1386",="860.5774",="810.4324",="0",="0",="0",="0",="0",="0",="705.2479",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.7584",="0",="0",="300.1438",="195.6599",="0",="5703.98",="0",="0",="743.8968",="0",="838.9823",="1544.9074",="72.2613",="560.8437",="0",="0",="745.7798",="0",="12.0167",="501.9719",="159.9857",="0",="0",="0",="0",="89.7289",="0",="0",="1938.7472",="705.1843",="0",="0",="4568.3581",="0",="0",="382.3483",="1002.055",="0",="613.7052",="188.216",="571.897",="22.4708",="4120.372",="1396.5451",="1195.9148",="2045.3173",="3561.4243",="803.2882999999999",="625.4255",="1168.9878",="0",="923.0048",="1707.6554",="0",="0",="3627.9795",="0",="0",="0",="0"
="BLAp",="0",="0",="0",="0",="0",="387.3561",="0",="0",="0",="0",="0",="0",="0",="0",="565.193",="173.3487",="0",="394.744",="0",="0",="0",="3584.0158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="83.4596",="0",="2314.8729",="0",="0",="0",="0",="0",="265.53",="0",="0",="0",="0",="0",="0",="2115.5654",="620.2452",="1.5864",="0",="1953.9197",="0",="0",="0",="0",="0",="0",="62.0438",="0",="0",="0",="0",="0",="96.9166",="0",="818.8091",="88.4527",="0",="0",="703.6323",="1070.3489",="3213.6213",="0",="0",="6341.7914",="1323.6045",="3986.9889",="0",="0",="0",="972.3056",="0",="0",="0",="0",="0",="0",="0"
="LA",="0",="0",="0",="0",="0",="9287.4537",="0",="0",="0",="0",="0",="0",="0",="10510.5263",="6982.0767",="4327.5942",="7118.1418",="320.5808",="0",="0",="0",="23101.5326",="14533.4158",="0",="0",="0",="0",="0",="0",="4288.3632",="0",="0",="146.1089",="0",="0",="0",="0",="0",="0",="0",="4125.8444",="0",="272.9264",="2116.7644",="5892.3132",="0",="1398.0256",="0",="0",="784.4121",="0",="1168.9477",="22687.1518",="5437.5077",="13238.0617",="88.1318",="462.77",="2421.0233",="246.47129999999999",="2301.2464",="6543.4505",="13769.715100000001",="0",="1978.9245",="0",="1325.1834",="9103.2072",="0",="2.6383",="1147.9101",="1808.7584",="0",="3460.3409",="0",="0",="0",="1357.0593",="2312.2279",="5876.881600000001",="7105.1978",="2332.7478",="3485.9209",="10653.564",="5902.9942",="8207.8044",="338.0397",="0",="48522.0384",="12400.2242",="15924.1828",="0",="0",="0",="3130.8734",="792.6974",="0",="4046.2658",="0",="32.9546",="0",="3527.0929"
="amc",="0",="0",="0",="0",="0",="269.6408",="0",="0",="0",="0",="0",="0",="0",="1341.7145",="1711.412",="638.8097",="931.8544",="150.4505",="0",="0",="0",="716.9431",="718.0384",="0",="0",="0",="0",="0",="0",="414.5515",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="735.9786",="0",="920.5915",="1605.6435",="2757.6147",="0",="0",="0",="0",="197.5166",="0",="1191.9858",="984.5742",="281.4606",="1469.5089",="0",="871.9738",="246.8311",="107.1159",="702.8036",="325.8956",="932.204",="0",="0",="0",="1677.0716",="1533.0787",="0",="0",="89.809",="40.3975",="0",="66.1565",="345.0263",="0",="0",="191.0481",="1056.5628",="2203.1499",="450.41819999999996",="4.3561",="1101.2278000000001",="820.6216",="2070.9654",="182.0414",="170.4491",="0",="2362.6946",="1156.0574",="729.3523",="132.3348",="0",="0",="1260.9465",="85.882",="0",="1044.9178",="0",="0",="0",="109.545"
