NeuronId,x,y,z
="221456_036.swc",="6716.16015625",="2583.840087890625",="1735.8800048828125"
="221476_157.swc",="6826.68017578125",="2695.0400390625",="9614.830078125"
="221477_045.swc",="6750.81982421875",="3204.699951171875",="9779.1904296875"
="221481_374.swc",="7173.66015625",="2369.719970703125",="9605.1103515625"
="221735_001.swc",="6047.1201171875",="3299.60009765625",="9829.3095703125"
="221736_050.swc",="6274.43994140625",="3278.39990234375",="9872.3095703125"
="230080_035.swc",="6875.97998046875",="3199.1201171875",="1430.8800048828125"
="230106_001.swc",="6890.2998046875",="3156.419921875",="10012.900390625"
="233284_125.swc",="6385.5",="3073.93994140625",="9198.2197265625"
="212064_003.swc",="6631.58984375",="2836.530029296875",="2135"
="212066_009.swc",="6634.81982421875",="2829.159912109375",="9593.919921875"
="221515_025.swc",="7256.740234375",="2542.820068359375",="2089.3798828125"
="221515_027.swc",="7618.60009765625",="2433.199951171875",="2062.199951171875"
="221539_003.swc",="6778.81982421875",="2943.419921875",="9284.240234375"
="233283_008.swc",="6439.9599609375",="3072.10009765625",="9378.2197265625"
="233285_127.swc",="7944.10009765625",="2083.97998046875",="9265.01953125"
="233794_029.swc",="6832.419921875",="2787.239990234375",="9304.400390625"
="233794_030.swc",="6891.10009765625",="2906.260009765625",="9276.7001953125"
="233794_033.swc",="7293.35986328125",="2560.860107421875",="9316.7802734375"
